age,sex,education,income,emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_status
26.0,1,2,24697.0,5,5000.0,8.0,0.2,3.0,535,0,0,0,1,0,0,0,0,0,1,0,1
21.0,0,2,23876.0,0,6000.0,11.01,0.25,4.0,585,0,0,0,0,1,1,0,0,0,0,0,1
27.0,0,0,44271.0,7,16000.0,15.7,0.36,9.0,622,0,0,0,0,1,0,1,0,0,0,0,1
26.0,1,2,294720.0,3,12000.0,16.29,0.04,4.0,697,0,1,0,0,0,0,0,0,1,0,0,1
23.0,0,1,22650.0,0,3250.0,11.66,0.14,4.0,630,0,0,0,0,1,0,0,0,0,0,1,1
24.0,1,3,62103.0,0,10000.0,17.19,0.16,2.0,630,0,0,0,0,1,1,0,0,0,0,0,1
24.0,1,3,46878.0,1,15250.0,14.17,0.33,2.0,694,0,0,0,0,1,0,0,0,0,0,1,1
45.0,0,0,78188.0,24,4800.0,8.9,0.06,17.0,690,0,1,0,0,0,0,0,0,0,1,0,1
28.0,0,2,61269.0,9,15000.0,14.91,0.24,7.0,712,0,0,0,0,1,1,0,0,0,0,0,1
24.0,0,3,41736.0,3,7000.0,14.09,0.17,2.0,578,0,1,0,0,0,1,0,0,0,0,0,1
31.0,0,3,173719.0,7,13000.0,20.0,0.07,6.0,679,0,0,0,0,1,0,1,0,0,0,0,1
21.0,1,2,37106.0,0,2500.0,7.14,0.07,4.0,563,0,0,0,0,1,1,0,0,0,0,0,1
24.0,1,2,121160.0,0,30000.0,14.91,0.25,3.0,625,0,1,0,0,0,0,0,0,1,0,0,1
30.0,0,1,59500.0,9,10000.0,15.45,0.17,8.0,610,0,0,0,0,1,0,0,0,1,0,0,1
29.0,0,0,41751.0,3,8000.0,13.0,0.19,10.0,532,0,0,0,0,1,0,0,0,1,0,0,1
30.0,0,2,76604.0,9,16000.0,14.86,0.21,5.0,627,0,0,0,0,1,0,0,0,1,0,0,1
23.0,0,3,73736.0,0,4200.0,15.58,0.06,2.0,666,0,0,0,0,1,0,0,0,0,1,0,1
22.0,1,1,44203.0,0,15000.0,13.85,0.34,3.0,630,0,0,0,0,1,0,0,0,0,0,1,1
23.0,1,1,69402.0,1,10000.0,13.89,0.14,3.0,561,0,1,0,0,0,0,0,0,1,0,0,1
24.0,0,3,62230.0,2,20115.0,14.03,0.32,4.0,696,0,0,0,0,1,0,1,0,0,0,0,1
23.0,0,0,90594.0,0,20000.0,17.04,0.22,3.0,703,0,0,0,0,1,0,0,0,1,0,0,1
22.0,1,2,22786.0,0,5400.0,15.31,0.24,2.0,647,0,0,0,1,0,0,0,0,1,0,0,1
26.0,1,3,35723.0,3,8500.0,13.55,0.24,3.0,593,0,0,0,0,1,0,0,0,1,0,0,1
29.0,0,0,71865.0,6,23663.0,15.6,0.33,8.0,653,0,0,0,0,1,1,0,0,0,0,0,1
35.0,1,0,44355.0,11,9000.0,18.39,0.2,6.0,582,0,0,0,0,1,0,0,0,1,0,0,1
25.0,1,1,43240.0,3,8000.0,16.21,0.19,3.0,600,0,0,0,0,1,1,0,0,0,0,0,1
26.0,0,0,40723.0,5,3000.0,11.97,0.07,4.0,640,0,0,0,0,1,0,1,0,0,0,0,1
37.0,1,0,51490.0,9,5000.0,15.79,0.1,10.0,554,0,0,0,0,1,0,1,0,0,0,0,1
36.0,0,1,53649.0,14,16000.0,14.34,0.3,10.0,512,0,0,0,0,1,0,0,0,0,1,0,1
24.0,1,0,65885.0,3,6000.0,10.99,0.09,2.0,576,0,0,0,0,1,0,0,1,0,0,0,1
30.0,1,0,41555.0,7,2400.0,15.57,0.06,5.0,581,0,0,0,0,1,1,0,0,0,0,0,1
22.0,0,3,129133.0,1,24000.0,19.69,0.19,2.0,661,0,1,0,0,0,0,0,1,0,0,0,1
22.0,0,2,40361.0,0,9250.0,14.46,0.23,4.0,662,0,0,0,0,1,0,0,0,1,0,0,1
29.0,1,0,40046.0,3,10275.0,6.62,0.26,8.0,610,0,0,0,0,1,0,0,0,0,0,1,1
40.0,0,0,130346.0,17,6000.0,17.27,0.05,16.0,637,0,1,0,0,0,1,0,0,0,0,0,1
23.0,0,3,43186.0,2,4000.0,12.18,0.09,4.0,557,0,0,0,0,1,0,0,1,0,0,0,1
24.0,0,1,90716.0,1,23462.0,13.71,0.26,5.0,664,0,0,0,0,1,0,0,0,0,0,1,1
26.0,1,3,30366.0,4,8875.0,10.0,0.29,2.0,652,0,0,0,0,1,0,0,0,0,1,0,1
25.0,0,0,17127.0,2,2800.0,14.61,0.16,2.0,597,0,0,0,0,1,0,0,0,0,1,0,1
26.0,1,3,94672.0,5,12000.0,14.27,0.13,4.0,674,0,0,0,0,1,1,0,0,0,0,0,1
23.0,0,1,60902.0,0,18225.0,10.74,0.3,2.0,685,0,0,0,0,1,0,0,0,0,0,1,1
29.0,0,3,39516.0,11,11500.0,14.22,0.29,7.0,664,0,0,0,0,1,0,0,0,1,0,0,1
26.0,1,1,63611.0,3,14662.0,12.47,0.23,4.0,581,0,0,0,0,1,0,0,0,1,0,0,1
24.0,1,0,67289.0,3,3000.0,8.9,0.04,3.0,586,0,0,0,0,1,0,1,0,0,0,0,1
43.0,0,1,33461.0,21,13750.0,15.31,0.41,15.0,676,0,0,0,0,1,0,0,0,0,1,0,1
22.0,0,2,39278.0,0,5400.0,16.29,0.14,2.0,713,0,0,0,0,1,0,0,0,0,1,0,1
27.0,0,4,39279.0,4,8600.0,16.02,0.22,6.0,684,0,0,0,0,1,0,0,0,1,0,0,1
29.0,0,2,92136.0,11,4400.0,16.29,0.05,10.0,608,0,1,0,0,0,1,0,0,0,0,0,1
42.0,0,1,48871.0,20,10000.0,16.0,0.2,12.0,706,0,0,0,0,1,0,0,0,0,1,0,1
24.0,0,1,48616.0,0,13000.0,14.26,0.27,3.0,565,0,0,0,0,1,1,0,0,0,0,0,1
24.0,1,0,56953.0,3,8000.0,15.23,0.14,2.0,642,0,0,0,0,1,0,0,0,0,0,1,1
39.0,1,2,29924.0,18,3000.0,14.12,0.1,12.0,647,0,0,0,0,1,0,0,0,0,0,1,1
45.0,0,4,24085.0,22,6700.0,12.92,0.28,15.0,735,0,0,0,0,1,0,0,1,0,0,0,1
21.0,1,0,106388.0,0,10000.0,17.93,0.09,3.0,616,0,0,0,0,1,0,0,0,0,0,1,1
31.0,1,2,21045.0,8,3000.0,14.26,0.14,7.0,696,0,0,0,0,1,0,0,1,0,0,0,1
23.0,0,1,54781.0,1,5000.0,10.74,0.09,2.0,647,0,1,0,0,0,0,0,0,1,0,0,1
28.0,1,2,71853.0,7,8000.0,7.37,0.11,10.0,558,0,1,0,0,0,1,0,0,0,0,0,1
27.0,1,3,51141.0,3,2850.0,13.48,0.06,7.0,694,0,1,0,0,0,0,0,0,0,1,0,1
23.0,1,1,12813.0,2,4000.0,7.14,0.31,4.0,554,0,0,0,0,1,0,0,0,0,0,1,1
29.0,0,3,49933.0,5,3307.0,14.12,0.07,6.0,657,0,0,0,0,1,1,0,0,0,0,0,1
30.0,0,1,39511.0,8,8400.0,13.98,0.21,9.0,668,0,0,0,0,1,0,0,1,0,0,0,1
31.0,1,1,23890.0,9,8500.0,11.01,0.36,6.0,604,0,0,0,0,1,0,0,1,0,0,0,1
28.0,0,1,36900.0,4,10000.0,9.53,0.27,5.0,548,0,0,0,0,1,0,0,0,0,0,1,1
22.0,1,3,53797.0,0,15000.0,15.87,0.28,2.0,657,0,0,0,0,1,0,1,0,0,0,0,1
26.0,0,0,21945.0,4,5500.0,11.01,0.25,2.0,615,0,0,0,1,0,0,0,0,0,1,0,1
23.0,0,0,22608.0,0,3000.0,11.71,0.13,4.0,529,0,0,0,0,1,0,0,1,0,0,0,1
30.0,1,0,37129.0,6,12000.0,15.21,0.32,6.0,635,0,0,0,0,1,1,0,0,0,0,0,1
30.0,0,0,59989.0,2,19798.0,12.35,0.33,10.0,647,0,0,0,0,1,0,0,1,0,0,0,1
29.0,0,2,23942.0,5,6000.0,11.01,0.25,5.0,695,0,0,0,1,0,0,0,0,0,1,0,1
29.0,1,2,30584.0,6,12262.0,9.59,0.4,9.0,605,0,0,0,0,1,0,0,0,0,0,1,1
29.0,1,2,33164.0,4,12000.0,13.23,0.36,6.0,604,0,0,0,0,1,0,1,0,0,0,0,1
23.0,0,0,65804.0,4,10000.0,14.11,0.15,2.0,601,0,0,0,0,1,0,0,0,0,1,0,1
23.0,1,1,94644.0,1,24000.0,13.92,0.25,3.0,613,0,0,0,0,1,0,0,0,0,1,0,1
27.0,1,2,71693.0,8,3000.0,8.41,0.04,9.0,664,0,0,0,0,1,0,0,0,1,0,0,1
24.0,0,0,40876.0,2,5000.0,20.0,0.12,2.0,677,0,0,0,0,1,0,0,0,1,0,0,1
28.0,1,0,59578.0,3,8025.0,11.01,0.13,7.0,604,0,1,0,0,0,0,0,0,0,0,1,1
29.0,1,4,50776.0,6,10965.0,15.5,0.22,6.0,642,0,0,0,0,1,0,0,0,0,1,0,1
29.0,0,3,44644.0,5,14175.0,10.01,0.32,7.0,666,0,0,0,0,1,0,0,0,0,1,0,1
23.0,1,2,37177.0,0,4000.0,15.35,0.11,2.0,612,0,0,0,0,1,0,0,0,1,0,0,1
23.0,1,0,63617.0,0,12235.0,16.67,0.19,4.0,528,0,0,0,0,1,0,0,0,1,0,0,1
29.0,0,1,37051.0,5,1500.0,12.11,0.04,8.0,586,0,0,0,0,1,0,0,1,0,0,0,1
27.0,0,1,55257.0,7,7600.0,14.59,0.14,7.0,659,0,0,0,0,1,0,0,0,1,0,0,1
28.0,0,0,80123.0,6,10000.0,15.7,0.12,5.0,627,0,0,0,0,1,1,0,0,0,0,0,1
24.0,1,0,34690.0,0,9500.0,6.23,0.27,3.0,565,0,0,0,0,1,0,0,0,1,0,0,1
22.0,1,0,83759.0,1,20000.0,10.99,0.24,4.0,660,0,0,0,0,1,1,0,0,0,0,0,1
22.0,1,2,10847.0,0,2100.0,7.51,0.19,2.0,647,0,0,0,0,1,0,0,0,1,0,0,1
22.0,1,0,35960.0,0,3000.0,13.3,0.08,2.0,637,0,0,0,0,1,1,0,0,0,0,0,1
30.0,1,2,54102.0,6,12000.0,16.1,0.22,7.0,675,0,0,0,0,1,0,0,0,1,0,0,1
24.0,1,0,49727.0,5,17500.0,10.62,0.35,4.0,546,0,0,0,0,1,0,0,0,1,0,0,1
23.0,1,0,32809.0,3,4000.0,14.17,0.12,2.0,642,0,0,0,0,1,0,1,0,0,0,0,1
22.0,0,1,21269.0,0,4750.0,13.85,0.22,4.0,667,0,1,0,0,0,1,0,0,0,0,0,1
29.0,0,2,37104.0,7,3000.0,11.01,0.08,6.0,613,0,0,0,0,1,1,0,0,0,0,0,1
34.0,1,3,23874.0,12,5500.0,15.23,0.23,8.0,661,0,0,0,0,1,0,0,0,0,1,0,1
32.0,1,0,35756.0,8,8000.0,18.25,0.22,6.0,684,0,0,0,0,1,0,1,0,0,0,0,1
22.0,0,0,80838.0,0,30000.0,12.69,0.37,3.0,645,0,0,0,0,1,0,0,0,1,0,0,1
21.0,0,3,27740.0,0,2500.0,16.29,0.09,4.0,693,0,0,0,0,1,0,0,0,0,1,0,1
25.0,0,0,61230.0,1,6000.0,15.82,0.1,2.0,629,0,0,0,0,1,0,0,0,1,0,0,1
31.0,1,0,44260.0,8,12000.0,10.36,0.27,8.0,589,0,0,0,0,1,0,1,0,0,0,0,1
24.0,1,2,35550.0,0,12250.0,9.99,0.34,4.0,610,0,0,0,0,1,0,0,0,1,0,0,1
34.0,1,4,68531.0,7,6072.0,13.4,0.09,11.0,545,0,1,0,0,0,0,0,0,1,0,0,1
38.0,0,0,48157.0,18,5000.0,17.74,0.1,17.0,635,0,0,0,0,1,0,1,0,0,0,0,1
27.0,0,1,65897.0,2,25000.0,17.78,0.38,6.0,538,0,0,0,0,1,1,0,0,0,0,0,1
27.0,1,1,60851.0,6,18000.0,8.49,0.3,9.0,661,0,0,0,0,1,0,0,0,0,1,0,1
25.0,0,0,65967.0,6,20000.0,14.11,0.3,4.0,662,0,0,0,0,1,1,0,0,0,0,0,1
38.0,1,0,94173.0,14,15000.0,15.27,0.16,17.0,598,0,1,0,0,0,0,0,1,0,0,0,1
23.0,1,2,56153.0,2,9500.0,12.69,0.17,4.0,591,0,1,0,0,0,0,0,0,0,1,0,1
23.0,0,0,38903.0,3,10000.0,15.33,0.26,4.0,612,0,0,0,0,1,1,0,0,0,0,0,1
27.0,1,2,52524.0,5,15000.0,9.98,0.29,6.0,605,0,0,0,0,1,0,0,0,1,0,0,1
31.0,1,2,73026.0,11,25000.0,8.99,0.34,10.0,666,0,0,0,0,1,0,0,0,0,1,0,1
26.0,1,3,62704.0,2,5000.0,8.94,0.08,2.0,645,0,0,0,0,1,0,0,1,0,0,0,1
22.0,1,1,58463.0,2,17750.0,13.49,0.3,4.0,631,0,0,0,0,1,1,0,0,0,0,0,1
23.0,0,3,43957.0,0,4000.0,13.27,0.09,4.0,616,0,0,0,0,1,0,0,0,1,0,0,1
22.0,1,1,47729.0,0,7000.0,8.9,0.15,3.0,626,0,0,0,0,1,0,0,0,0,1,0,1
35.0,1,1,45528.0,14,14000.0,7.88,0.31,8.0,656,0,0,0,0,1,1,0,0,0,0,0,1
22.0,1,1,18923.0,0,1000.0,14.3,0.05,3.0,599,0,0,0,0,1,0,0,0,1,0,0,1
25.0,0,2,36942.0,0,7000.0,11.01,0.19,2.0,499,0,0,0,0,1,0,1,0,0,0,0,1
29.0,0,1,85798.0,10,35000.0,8.9,0.41,6.0,650,0,0,0,0,1,0,0,0,0,1,0,1
26.0,0,1,45526.0,0,14000.0,9.89,0.31,3.0,666,0,0,0,0,1,0,0,0,0,1,0,1
28.0,1,1,178487.0,4,15000.0,15.65,0.08,5.0,658,0,1,0,0,0,0,0,1,0,0,0,1
25.0,0,2,68264.0,1,8000.0,11.71,0.12,3.0,603,0,1,0,0,0,1,0,0,0,0,0,1
29.0,0,1,22734.0,8,6250.0,9.99,0.27,6.0,591,0,0,0,0,1,0,0,1,0,0,0,1
26.0,0,2,24681.0,3,4725.0,11.22,0.19,3.0,664,0,0,0,0,1,0,0,0,1,0,0,1
26.0,1,0,90672.0,3,10000.0,14.54,0.11,3.0,627,0,1,0,0,0,0,0,0,1,0,0,1
35.0,0,1,53919.0,14,5000.0,16.95,0.09,9.0,665,0,0,0,0,1,0,0,0,0,1,0,1
24.0,1,1,39637.0,3,8000.0,12.34,0.2,4.0,685,0,0,0,0,1,1,0,0,0,0,0,1
23.0,1,1,31280.0,2,7200.0,11.86,0.23,4.0,670,0,0,0,0,1,0,1,0,0,0,0,1
22.0,1,2,89566.0,0,10000.0,7.51,0.11,2.0,625,0,0,0,0,1,0,0,0,0,1,0,1
24.0,0,1,41973.0,3,10800.0,14.42,0.26,4.0,638,0,0,0,0,1,0,0,0,0,1,0,1
22.0,1,1,35942.0,2,6250.0,16.07,0.17,4.0,672,0,0,0,0,1,0,0,0,0,0,1,1
23.0,1,2,106660.0,0,12000.0,14.61,0.11,4.0,649,0,0,0,0,1,0,0,0,0,1,0,1
35.0,1,3,70025.0,12,2054.0,6.69,0.03,9.0,605,0,0,0,0,1,1,0,0,0,0,0,1
22.0,1,0,58323.0,0,15000.0,11.89,0.26,4.0,537,0,0,0,0,1,0,0,0,1,0,0,1
28.0,1,2,32491.0,6,5000.0,14.83,0.15,10.0,705,0,0,0,0,1,0,0,0,1,0,0,1
37.0,0,2,24889.0,16,10000.0,17.14,0.4,11.0,716,0,0,0,0,1,0,1,0,0,0,0,1
24.0,1,2,29568.0,4,2000.0,12.69,0.07,2.0,650,0,0,0,0,1,0,0,1,0,0,0,1
27.0,0,0,65633.0,2,9600.0,12.17,0.15,9.0,630,0,0,0,0,1,0,0,0,0,1,0,1
29.0,1,2,41710.0,7,10200.0,17.27,0.24,5.0,692,0,1,0,0,0,0,0,0,1,0,0,1
22.0,1,1,39712.0,0,10400.0,14.84,0.26,2.0,681,0,0,0,0,1,0,0,0,1,0,0,1
30.0,0,2,65653.0,12,15250.0,14.42,0.23,8.0,634,0,1,0,0,0,0,0,0,1,0,0,1
24.0,0,3,36860.0,0,1400.0,15.62,0.04,4.0,635,0,0,0,0,1,0,0,0,1,0,0,1
24.0,1,1,17440.0,2,7724.0,16.89,0.44,5.0,635,0,0,0,0,1,0,0,1,0,0,0,1
45.0,0,3,72728.0,22,25000.0,9.99,0.34,16.0,696,0,0,0,0,1,1,0,0,0,0,0,1
31.0,1,1,25696.0,6,9750.0,17.19,0.38,6.0,701,0,0,0,0,1,0,0,0,1,0,0,1
23.0,0,1,71834.0,1,3000.0,13.73,0.04,3.0,570,0,0,0,0,1,0,0,0,1,0,0,1
28.0,0,0,59328.0,4,15000.0,12.92,0.25,8.0,654,0,0,0,0,1,0,0,0,1,0,0,1
25.0,0,2,48873.0,2,16000.0,12.57,0.33,4.0,662,0,0,0,0,1,0,1,0,0,0,0,1
27.0,0,2,49180.0,4,8000.0,15.65,0.16,6.0,636,0,0,0,0,1,0,0,0,0,0,1,1
23.0,1,2,51352.0,0,1800.0,12.99,0.04,3.0,527,0,1,0,0,0,1,0,0,0,0,0,1
39.0,0,0,121238.0,17,25000.0,15.7,0.21,16.0,572,0,0,0,0,1,0,0,0,1,0,0,1
32.0,1,3,35391.0,10,14500.0,16.7,0.41,10.0,669,0,0,0,0,1,0,0,0,0,1,0,1
24.0,1,0,101355.0,0,16000.0,16.07,0.16,4.0,651,0,1,0,0,0,1,0,0,0,0,0,1
26.0,0,0,57355.0,5,15000.0,7.9,0.26,4.0,636,0,0,0,0,1,0,0,0,1,0,0,1
32.0,0,2,46786.0,4,9000.0,15.31,0.19,7.0,706,0,0,0,0,1,0,0,0,1,0,0,1
29.0,1,3,41327.0,8,9600.0,15.99,0.23,7.0,709,0,0,0,0,1,0,0,0,0,1,0,1
30.0,0,3,76451.0,8,25000.0,10.91,0.33,8.0,687,0,0,0,0,1,0,0,0,1,0,0,1
24.0,1,2,88421.0,4,22400.0,16.7,0.25,4.0,708,0,0,0,0,1,0,0,0,0,0,1,1
24.0,0,0,37892.0,5,6906.0,14.62,0.18,4.0,528,0,0,0,0,1,0,1,0,0,0,0,1
28.0,1,0,172586.0,5,25000.0,17.93,0.14,6.0,599,0,1,0,0,0,1,0,0,0,0,0,1
24.0,0,0,48716.0,0,14000.0,15.58,0.29,3.0,630,0,0,0,0,1,0,0,0,1,0,0,1
27.0,0,0,35580.0,3,3000.0,7.88,0.08,7.0,555,0,0,0,0,1,0,1,0,0,0,0,1
26.0,0,2,22961.0,6,6482.0,10.89,0.28,4.0,673,0,0,0,0,1,0,0,1,0,0,0,1
34.0,1,1,36624.0,10,12000.0,8.9,0.33,8.0,617,0,0,0,0,1,1,0,0,0,0,0,1
23.0,1,2,39881.0,0,10000.0,8.49,0.25,3.0,614,0,0,0,0,1,0,1,0,0,0,0,1
22.0,1,3,32245.0,1,9000.0,10.59,0.28,2.0,602,0,0,0,0,1,0,0,0,1,0,0,1
53.0,1,1,29526.0,32,5000.0,14.42,0.17,27.0,670,0,0,0,0,1,0,1,0,0,0,0,1
25.0,1,3,33753.0,1,11224.0,15.33,0.33,7.0,636,0,0,0,0,1,1,0,0,0,0,0,1
25.0,0,1,41828.0,3,15450.0,11.22,0.37,4.0,687,0,1,0,0,0,0,0,0,0,0,1,1
27.0,0,2,98925.0,7,20000.0,17.51,0.2,8.0,597,0,0,0,0,1,0,0,1,0,0,0,1
28.0,0,2,36953.0,4,14125.0,14.74,0.38,10.0,599,0,0,0,0,1,1,0,0,0,0,0,1
23.0,1,2,106302.0,4,4000.0,7.14,0.04,4.0,673,0,0,0,0,1,0,0,1,0,0,0,1
26.0,0,1,39422.0,0,15000.0,16.26,0.38,3.0,611,0,0,0,0,1,0,1,0,0,0,0,1
27.0,1,1,87380.0,3,20000.0,13.22,0.23,9.0,598,0,0,0,0,1,0,0,1,0,0,0,1
24.0,0,0,48758.0,2,14000.0,6.03,0.29,2.0,639,0,0,0,0,1,0,0,0,1,0,0,1
30.0,0,2,66447.0,6,23500.0,6.91,0.35,7.0,692,0,1,0,0,0,0,0,0,1,0,0,1
34.0,0,0,43400.0,10,7200.0,14.84,0.17,10.0,654,0,0,0,0,1,0,0,0,1,0,0,1
29.0,0,1,53849.0,5,16000.0,11.01,0.3,9.0,584,0,0,0,0,1,1,0,0,0,0,0,1
23.0,1,1,38230.0,0,7000.0,11.01,0.18,3.0,611,0,0,0,0,1,0,0,1,0,0,0,1
27.0,1,3,101695.0,4,2500.0,14.59,0.02,9.0,721,0,0,0,0,1,0,0,0,0,0,1,1
27.0,0,0,63112.0,5,3000.0,15.96,0.05,6.0,608,0,1,0,0,0,0,0,1,0,0,0,1
22.0,1,0,42522.0,0,2000.0,16.89,0.05,4.0,679,0,0,0,0,1,1,0,0,0,0,0,1
25.0,0,1,47763.0,6,16000.0,16.38,0.33,3.0,629,0,0,0,0,1,0,0,0,0,0,1,1
37.0,0,0,130727.0,14,20000.0,16.31,0.15,13.0,638,0,0,0,0,1,0,0,1,0,0,0,1
22.0,1,2,31303.0,0,4000.0,12.73,0.13,2.0,716,0,1,0,0,0,0,0,0,1,0,0,1
23.0,0,2,58737.0,0,15000.0,7.89,0.26,3.0,672,0,0,0,0,1,0,1,0,0,0,0,1
21.0,0,2,22497.0,0,4500.0,10.38,0.2,3.0,639,0,0,0,0,1,0,1,0,0,0,0,1
22.0,1,2,16301.0,0,4750.0,11.01,0.29,2.0,640,0,0,0,1,0,0,0,0,0,0,1,1
23.0,0,2,42804.0,3,11900.0,7.66,0.28,3.0,656,0,0,0,0,1,1,0,0,0,0,0,1
21.0,1,0,37579.0,0,3200.0,10.37,0.09,3.0,574,0,0,0,0,1,1,0,0,0,0,0,1
25.0,0,0,52018.0,2,15000.0,11.56,0.29,5.0,602,0,0,0,0,1,0,0,0,0,0,1,1
44.0,1,0,43471.0,16,4500.0,14.59,0.1,11.0,455,0,0,0,0,1,1,0,0,0,0,0,1
25.0,1,0,73404.0,4,21450.0,7.29,0.29,4.0,671,0,0,0,0,1,0,1,0,0,0,0,1
25.0,1,2,104225.0,4,24000.0,11.01,0.23,2.0,527,0,1,0,0,0,1,0,0,0,0,0,1
31.0,1,2,41752.0,5,6000.0,14.55,0.14,8.0,607,0,0,0,0,1,1,0,0,0,0,0,1
23.0,0,2,82329.0,0,25000.0,13.49,0.3,3.0,586,0,1,0,0,0,0,0,1,0,0,0,1
25.0,1,0,47700.0,4,7600.0,12.84,0.16,3.0,577,0,0,0,0,1,0,0,0,1,0,0,1
25.0,1,2,78919.0,6,20000.0,11.82,0.25,3.0,712,0,0,0,0,1,0,0,0,0,0,1,1
35.0,1,2,83496.0,14,6400.0,16.77,0.08,8.0,667,0,0,0,0,1,1,0,0,0,0,0,1
25.0,0,1,36013.0,3,4000.0,11.69,0.11,3.0,565,0,0,0,0,1,0,0,0,1,0,0,1
25.0,0,0,53119.0,1,22000.0,13.11,0.41,2.0,597,0,0,0,0,1,0,0,1,0,0,0,1
25.0,0,3,66195.0,2,18000.0,16.0,0.27,2.0,668,0,0,0,0,1,0,0,0,1,0,0,1
25.0,1,1,35933.0,6,11000.0,8.49,0.31,2.0,572,0,0,0,0,1,0,0,0,0,1,0,1
36.0,0,0,73402.0,14,2500.0,11.49,0.03,16.0,628,0,0,0,0,1,0,0,1,0,0,0,1
22.0,1,2,37237.0,0,12000.0,13.72,0.32,2.0,551,0,0,0,0,1,0,1,0,0,0,0,1
28.0,1,2,15521.0,4,2000.0,10.75,0.13,6.0,711,0,0,0,1,0,0,0,0,1,0,0,1
24.0,0,0,66064.0,1,4000.0,14.95,0.06,3.0,671,0,0,0,0,1,0,0,0,1,0,0,1
27.0,0,1,30991.0,2,9378.0,12.03,0.3,6.0,641,0,0,0,0,1,0,0,0,1,0,0,1
25.0,1,1,15487.0,4,4350.0,12.98,0.28,4.0,590,0,0,0,0,1,1,0,0,0,0,0,1
26.0,1,1,15229.0,1,6100.0,7.51,0.4,3.0,599,0,0,0,1,0,0,1,0,0,0,0,1
27.0,1,1,130644.0,3,25000.0,14.96,0.19,9.0,694,0,1,0,0,0,1,0,0,0,0,0,1
24.0,1,1,92266.0,0,5528.0,14.18,0.06,3.0,645,0,1,0,0,0,1,0,0,0,0,0,1
22.0,0,1,29771.0,0,8800.0,9.32,0.3,2.0,559,0,0,0,0,1,0,0,0,0,1,0,1
22.0,0,3,88307.0,1,6000.0,13.49,0.07,2.0,622,0,1,0,0,0,0,0,1,0,0,0,1
27.0,0,3,36954.0,7,10000.0,17.58,0.27,6.0,694,0,0,0,0,1,0,0,0,1,0,0,1
23.0,0,2,35960.0,4,8000.0,12.73,0.22,3.0,521,0,0,0,0,1,0,1,0,0,0,0,1
41.0,0,0,71333.0,19,12000.0,11.14,0.17,16.0,645,0,1,0,0,0,0,0,0,1,0,0,1
30.0,0,1,84979.0,7,25000.0,15.33,0.29,9.0,623,0,1,0,0,0,0,0,0,1,0,0,1
36.0,1,0,38301.0,15,8000.0,14.11,0.21,12.0,653,0,0,0,0,1,0,0,0,1,0,0,1
25.0,0,1,67108.0,3,18000.0,12.84,0.27,2.0,594,0,0,0,0,1,0,1,0,0,0,0,1
24.0,0,2,36916.0,0,10000.0,14.56,0.27,3.0,617,0,1,0,0,0,0,0,1,0,0,0,1
45.0,0,1,65917.0,19,7000.0,11.01,0.11,16.0,671,0,0,0,0,1,0,1,0,0,0,0,1
24.0,0,2,67375.0,4,6000.0,14.42,0.09,2.0,610,0,1,0,0,0,0,0,0,1,0,0,1
38.0,0,1,22647.0,16,3000.0,13.23,0.13,17.0,656,0,0,0,0,1,0,0,0,0,1,0,1
24.0,0,2,45751.0,0,2000.0,11.01,0.04,2.0,610,0,0,0,0,1,0,0,0,0,0,1,1
25.0,0,3,47016.0,2,15000.0,10.65,0.32,2.0,670,0,0,0,0,1,1,0,0,0,0,0,1
26.0,1,2,30263.0,2,9959.0,11.86,0.33,5.0,662,0,0,0,0,1,0,0,0,1,0,0,1
30.0,0,3,46419.0,9,15000.0,13.06,0.32,10.0,618,0,0,0,0,1,0,1,0,0,0,0,1
22.0,1,1,21205.0,0,4750.0,13.85,0.22,2.0,658,0,1,0,0,0,0,0,1,0,0,0,1
22.0,0,2,40214.0,1,10000.0,12.42,0.25,3.0,567,0,0,0,0,1,0,0,0,0,1,0,1
41.0,0,1,131359.0,19,15000.0,17.88,0.11,16.0,577,0,1,0,0,0,0,0,0,1,0,0,1
27.0,1,1,53728.0,2,5000.0,13.79,0.09,8.0,555,0,0,0,0,1,0,0,0,0,1,0,1
25.0,0,1,31054.0,2,8500.0,12.41,0.27,3.0,573,0,0,0,0,1,0,0,0,1,0,0,1
26.0,1,2,37824.0,0,8000.0,14.27,0.21,3.0,653,0,0,0,0,1,0,0,1,0,0,0,1
21.0,0,1,39750.0,0,12000.0,11.01,0.3,4.0,681,0,0,0,0,1,0,0,0,0,1,0,1
22.0,0,3,47648.0,0,10000.0,14.22,0.21,3.0,613,0,0,0,0,1,0,0,0,0,1,0,1
23.0,1,0,23341.0,2,7000.0,7.66,0.3,4.0,632,0,0,0,0,1,0,1,0,0,0,0,1
25.0,0,2,85002.0,2,20000.0,14.49,0.24,4.0,561,0,0,0,0,1,1,0,0,0,0,0,1
25.0,1,1,35703.0,1,2500.0,12.84,0.07,3.0,616,0,0,0,0,1,0,0,0,0,0,1,1
